date,hour,type,1431A,1432A,1433A,1434A,1437A,1438A,2880A,3136A
20200101,13,PM10,106.0,114.0,139.0,104.0,101.0,61.0,109.0,114.0
20200101,14,PM10,112.0,122.0,140.0,99.0,122.0,69.0,114.0,116.0
20200101,15,PM10,116.0,123.0,146.0,111.0,134.0,77.0,122.0,121.0
20200101,16,PM10,114.0,148.0,156.0,109.0,144.0,73.0,132.0,115.0
20200101,17,PM10,121.0,161.0,158.0,108.0,158.0,68.0,138.0,113.0
20200101,18,PM10,121.0,156.0,169.0,157.26494657450553,162.0,71.0,143.0,111.0
20200101,19,PM10,119.0,142.0,174.0,152.0404695130763,141.0,70.0,132.0,118.0
20200101,20,PM10,119.0,133.0,167.0,139.96427454511138,131.0,74.0,125.0,122.0
20200101,21,PM10,120.0,131.16108130411558,154.0,131.1664195726163,129.0,77.0,125.0,121.0
20200101,22,PM10,126.0,123.52331611582817,150.0,123.53027613283757,127.0,72.0,126.0,123.0
20200101,23,PM10,128.0,122.00231501929615,142.0,122.01088510175899,123.0,69.0,127.0,121.0
20200102,0,PM10,132.0,120.66787984301864,141.0,127.0,121.0,54.0,128.0,116.0
20200102,1,PM10,128.0,118.74789365262004,138.0,118.75647602626803,119.0,69.0,125.0,110.0
20200102,2,PM10,129.0,117.06451731156693,132.0,117.07297457638478,119.0,68.0,124.0,110.0
20200102,3,PM10,126.0,111.87545969947419,132.0,111.88358405647509,119.0,71.0,124.0,110.0
20200102,4,PM10,126.0,111.6543132197266,130.0,111.66262839581186,121.0,70.0,121.0,112.0
20200102,5,PM10,123.0,112.28446351520606,129.0,112.2930082128712,125.0,72.0,122.0,112.0
20200102,6,PM10,123.0,113.7766974174749,133.0,113.78576476723367,123.0,84.0,122.0,112.0
20200102,7,PM10,127.0,115.6733091234251,130.0,115.68275499718547,128.0,94.0,124.0,114.0
20200102,8,PM10,132.0,117.41410611750825,126.0,117.42366718352866,140.0,80.0,131.0,116.0
20200102,9,PM10,135.0,125.02989221819489,133.0,125.04060741990156,141.0,72.0,128.0,117.0
20200102,10,PM10,142.0,133.56523372578266,138.0,133.0,135.0,79.0,127.0,128.0
20200102,11,PM10,146.0,142.9532820688273,158.0,139.0,134.0,88.0,130.0,121.0
20200102,12,PM10,157.0,151.74675711350852,179.0,136.0,137.0,80.0,135.0,125.0
20200102,13,PM10,142.0,153.63807631085982,173.0,135.0,136.0,87.0,137.0,143.0
20200102,14,PM10,143.0,152.8211387748141,179.0,145.0,132.0,80.0,135.0,117.0
20200102,15,PM10,116.0,151.70722056733487,170.0,136.0,137.0,86.0,135.0,121.0
20200102,16,PM10,130.0,150.60134472583303,165.0,132.0,144.0,91.0,142.0,120.0
20200102,17,PM10,132.0,155.65553348660336,163.0,136.0,142.0,96.0,131.0,123.0
20200102,18,PM10,108.0,150.0,167.0,144.0,142.0,96.0,118.0,124.0
20200102,19,PM10,100.0,155.0,164.0,147.0,116.0,100.0,108.0,132.0
20200102,21,PM10,102.0,150.0,135.0,132.0,113.0,81.0,94.0,151.0
20200102,22,PM10,107.0,150.0,139.0,135.0,118.0,50.0,95.0,150.0
20200102,23,PM10,127.0,146.0,139.0,138.0,124.0,47.0,106.0,145.0
20200103,0,PM10,130.0,155.0,136.0,150.0,130.0,46.0,116.0,142.0
20200103,1,PM10,132.0,156.0,134.0,149.0,131.0,46.0,126.0,144.0
20200103,2,PM10,132.0,154.0,108.0,148.0,125.0,43.0,129.0,148.0
20200103,3,PM10,123.0,146.0,93.0,140.0,127.0,44.0,130.0,145.0
20200103,4,PM10,130.0,139.0,98.0,134.0,122.0,40.0,124.0,146.0
20200103,5,PM10,128.0,131.67228740770426,131.60636099414188,122.0,127.0,38.0,123.0,143.0
20200103,6,PM10,121.0,124.39828720075229,124.33507864195421,116.0,132.0,41.0,125.0,140.0
20200103,7,PM10,112.0,117.74173872239085,120.0,116.0,127.0,41.0,121.0,135.0
20200103,8,PM10,98.0,115.00741129723592,116.0,127.0,120.0,42.0,104.0,134.0
20200103,9,PM10,90.0,104.63089129604978,125.0,127.0,100.0,39.0,104.5970336776631,135.0
20200103,10,PM10,82.0,89.46758571233767,131.0,105.0,86.0,38.0,89.43692902562525,89.43581625479379
20200103,11,PM10,71.0,70.12508348665008,106.0,113.0,92.0,30.0,70.1004461577235,70.09600732947237
20200103,12,PM10,61.0,52.54436215809816,89.0,52.543469954125136,81.0,33.0,52.52663989659403,52.51635426415073
20200103,13,PM10,40.98193792029508,40.99424340995414,77.0,40.992678502883585,65.0,39.0,40.97979123776826,40.97102707469809
20200103,14,PM10,28.725285351254062,28.736221688989197,69.0,28.73409685284744,58.0,38.0,28.724724412411035,28.718264300799344
20200103,15,PM10,25.20530378616679,25.21461923459165,63.0,25.213051363483682,25.21413555971312,39.0,25.204329760426187,25.199522833210473
20200103,16,PM10,60.0,25.457551551871497,72.0,25.456954367252674,25.45780547826963,41.0,25.448213552941347,25.44380150094208
20200103,17,PM10,61.0,27.222072608365693,75.0,27.22239403440578,27.223091841030765,46.0,27.213159825263755,27.208729305069948
20200103,18,PM10,69.0,32.21550918993834,79.0,32.216583991064056,32.21730374653774,52.0,32.2061266366922,32.20082251419706
20200103,19,PM10,78.0,35.39169472516738,90.0,35.39309190806165,35.39382451915039,61.0,35.38159735153309,35.37589366567386
20200103,20,PM10,89.0,35.88643298091084,96.0,35.88696330891082,35.88813681540514,64.0,35.87599001581578,35.86860086138277
20200103,21,PM10,94.0,35.988134219955754,101.0,35.987643882783004,35.98931807801975,35.97899757553323,35.97751153724412,35.96824648773338
20200103,22,PM10,104.0,37.83505727487456,104.0,37.83459107641154,37.83639703676006,37.82562021966462,37.82418094042791,37.8141315227323
