0,1
1,480
2,97
3,63
4,41
5,39
6,47
7,31
8,41
9,33
10,22
11,27
12,24
13,13
14,10
15,9
16,15
17,7
18,9
19,5
20,1
21,6
22,2
23,2
24,4
25,2
26,1
27,2
28,3
29,1
30,3
31,1
32,1
34,2
37,1
38,2
40,1
42,1
43,1
