0,1
1,570
2,113
3,85
4,63
5,50
6,38
7,52
8,38
9,20
10,28
11,26
12,31
13,19
14,14
15,19
16,13
17,7
18,6
19,4
20,5
21,2
22,1
23,3
24,1
25,1
26,1
28,3
30,2
31,1
32,1
33,2
34,2
41,1
